rotation_range,activation,cnn_unlock_epoch,base_model,num_dense_units_0,learning_rate,final_val_error,zoom_range,batch_size,height_shift_range,optimizer,epochs,cnn_learning_rate,run_name,width_shift_range,num_dense_layers,num_dense_units_1,unfreeze_percentage
24,tanh,13,InceptionResNetV2,978,0.00012882947262845318,0.7339449534449008,0.273,18,0.267,RMSProp,2,0.00020753889586138015,run_2018-02-08-133239_,0.013,2,286,0.06508243080896674
24,relu,18,InceptionResNetV2,256,0.008134440548722746,0.53125,0.273,28,0.267,Adam,16,0.0002459909810587713,run_2018-02-08-151642_,0.013,3,128,0.13209987280665508
24,relu,26,InceptionV3,160,0.0003578958860716047,0.8701298691622623,0.273,22,0.267,Adam,2,1.3283647444427225e-05,run_2018-02-08-133255_,0.013,3,364,0.08092682512038031
24,tanh,22,InceptionV3,429,0.003828225927472165,0.8441558414465421,0.273,21,0.267,SGD,2,0.00019651011377052978,run_2018-02-08-141456_,0.013,3,84,0.08684175504863828
24,tanh,27,ResNet50,559,0.0007375952696489826,0.9090909081233012,0.273,20,0.267,RMSProp,1,4.376305234907981e-05,run_2018-02-08-132634_,0.013,3,430,0.1948326290223274
24,relu,30,Xception,689,0.009572733114123077,0.875,0.273,49,0.267,SGD,1,1.6463113350334674e-05,run_2018-02-08-132552_,0.013,2,145,0.26618976141046374
24,tanh,20,InceptionV3,296,0.0014990589600709881,0.90625,0.273,48,0.267,RMSProp,1,0.00021784719879380733,run_2018-02-08-132413_,0.013,3,126,0.05636697845241148
24,tanh,30,ResNet50,778,0.000357888533287373,0.84375,0.273,59,0.267,Adam,8,0.0003044134208470986,run_2018-02-08-145051_,0.013,3,85,0.1452951978638344
24,relu,13,Xception,407,0.000868440879631394,0.328125,0.273,26,0.267,RMSProp,32,1.5705998919914355e-05,run_2018-02-08-151916_,0.013,3,119,0.062292327256539444
24,tanh,18,Xception,478,0.001375852644601434,0.90625,0.273,41,0.267,RMSProp,4,2.2338400249519212e-05,run_2018-02-08-142026_,0.013,3,124,0.21569214652187058
24,relu,15,ResNet50,111,0.0002603793701118468,0.921875,0.273,28,0.267,Adam,2,3.69461656985025e-05,run_2018-02-08-133542_,0.013,2,151,0.027779328620668873
24,relu,28,ResNet50,270,0.007718585026206239,0.8125,0.273,51,0.267,Adam,16,1.0867347824320923e-05,run_2018-02-08-152238_,0.013,3,298,0.24820020339661122
24,tanh,10,Xception,159,0.0005618056923890776,0.84375,0.273,48,0.267,Adam,1,0.00010299135666647601,run_2018-02-08-132452_,0.013,2,53,0.12378679667693099
24,tanh,10,InceptionResNetV2,193,0.0009487352712683983,0.75,0.273,57,0.267,RMSProp,2,0.0001935000181847217,run_2018-02-08-133414_,0.013,3,214,0.1445711830449289
24,tanh,20,Xception,699,0.00042410173759327153,0.328125,0.273,32,0.267,Adam,64,6.61813807267213e-05,run_2018-02-08-164122_,0.013,3,101,0.0225853473275863
24,tanh,24,ResNet50,268,0.0007688735236682238,0.90625,0.273,63,0.267,SGD,2,9.397528524880653e-05,run_2018-02-08-141204_,0.013,2,193,0.028908593488783683
24,relu,29,ResNet50,362,0.00037933185280457767,0.859375,0.273,26,0.267,Adam,1,0.00013884115825566067,run_2018-02-08-131653_,0.013,2,108,0.15823558879965471
24,relu,27,MobileNet,427,0.0010192003596035026,0.4285714146378753,0.273,22,0.267,RMSProp,8,5.93659901713247e-05,run_2018-02-08-144702_,0.013,3,245,0.05015390769595599
24,relu,17,InceptionResNetV2,185,0.00010298931767531302,0.8701298681946543,0.273,22,0.267,SGD,1,0.00018069154183323057,run_2018-02-08-131628_,0.013,3,135,0.17634795343568943
24,relu,12,MobileNet,114,0.0002991838642808414,0.765625,0.273,30,0.267,RMSProp,4,5.1499081835195246e-05,run_2018-02-08-141848_,0.013,3,460,0.2725748727334653
24,tanh,29,Xception,288,0.0008316085126480701,0.6493506481895199,0.273,22,0.267,RMSProp,4,8.231586126347911e-05,run_2018-02-08-141641_,0.013,3,410,0.21998130902293425
24,tanh,17,ResNet50,684,0.0023286056007376416,0.875,0.273,57,0.267,Adam,1,0.000256128531785433,run_2018-02-08-132506_,0.013,2,203,0.22815703149877098
24,relu,22,MobileNet,769,0.0018384570315878026,0.6788990812017284,0.273,19,0.267,Adam,2,1.1252978052325498e-05,run_2018-02-08-141508_,0.013,3,50,0.08281874464133102
24,tanh,15,InceptionV3,298,0.008818134863514567,0.9375,0.273,39,0.267,SGD,4,0.000380281961577311,run_2018-02-08-134022_,0.013,2,346,0.18385650793826339
24,relu,16,InceptionResNetV2,130,0.007985255741819025,0.7402597383245245,0.273,23,0.267,SGD,16,6.989110699041067e-05,run_2018-02-08-145602_,0.013,2,200,0.25532759512202996
24,tanh,20,MobileNet,469,0.0007002512731703047,0.5229357759886926,0.273,16,0.267,SGD,32,0.00034381861413947237,run_2018-02-08-160504_,0.013,3,222,0.262206320971868
24,tanh,28,InceptionV3,203,0.0004032591292372277,0.5194805140619154,0.273,23,0.267,Adam,16,2.880793251858514e-05,run_2018-02-08-151306_,0.013,2,112,0.2442824728736464
24,relu,25,Xception,132,0.0003693203828143039,0.7792207782531714,0.273,22,0.267,RMSProp,1,0.00039223277930003076,run_2018-02-08-132357_,0.013,2,150,0.10900765194925684
24,relu,27,MobileNet,192,0.009744715612910298,0.8701298691622623,0.273,22,0.267,Adam,2,0.0007097064697485972,run_2018-02-08-141410_,0.013,3,163,0.22865801572478867
24,tanh,29,Xception,288,0.0008316085126480701,0.32467531228994395,0.273,22,0.267,RMSProp,16,8.231586126347911e-05,run_2018-02-08-142935_,0.013,3,410,0.21998130902293425
24,relu,27,ResNet50,625,0.007182635529222077,0.8125,0.273,59,0.267,Adam,4,0.0003216988473151285,run_2018-02-08-144212_,0.013,3,55,0.0004072741051776574
24,tanh,22,MobileNet,498,0.00025648462216023524,0.6883116856023863,0.273,21,0.267,RMSProp,1,0.000134233839888681,run_2018-02-08-132331_,0.013,3,100,0.10035949091721118
24,relu,12,Xception,731,0.0011252188834962845,0.5625,0.273,34,0.267,Adam,4,1.4293240239556127e-05,run_2018-02-08-133959_,0.013,2,420,0.1513372263504593
24,relu,26,InceptionV3,240,0.0012314290901912065,0.875,0.273,33,0.267,SGD,2,2.8599208739398645e-05,run_2018-02-08-140908_,0.013,3,75,0.04121203951670231
24,relu,18,ResNet50,415,0.0001347751751817989,0.921875,0.273,29,0.267,SGD,1,0.000293589887804566,run_2018-02-08-132041_,0.013,3,247,0.000335988339817983
24,relu,30,ResNet50,151,0.00014126339690024241,0.890625,0.273,37,0.267,Adam,4,0.0001231576910192151,run_2018-02-08-144551_,0.013,3,497,0.2897140457380931
24,tanh,22,MobileNet,498,0.00025648462216023524,0.6753246726153732,0.273,21,0.267,RMSProp,2,0.000134233839888681,run_2018-02-08-133152_,0.013,3,100,0.10035949091721118
24,relu,13,Xception,407,0.000868440879631394,0.390625,0.273,26,0.267,RMSProp,64,1.5705998919914355e-05,run_2018-02-08-152740_,0.013,3,119,0.062292327256539444
24,tanh,20,MobileNet,340,0.00015696215844388002,0.8256880714805848,0.273,17,0.267,RMSProp,1,3.608531416092223e-05,run_2018-02-08-132140_,0.013,3,117,0.023079139071074204
24,tanh,25,Xception,238,0.0018883732300841306,0.828125,0.273,31,0.267,RMSProp,2,0.0002448877074276911,run_2018-02-08-133612_,0.013,2,61,0.03631828087169122
24,tanh,26,ResNet50,232,0.0007789907756463128,0.890625,0.273,32,0.267,Adam,2,0.0003953871895760784,run_2018-02-08-141110_,0.013,3,445,0.2920090356238687
24,relu,21,InceptionV3,228,0.009393092704395744,0.890625,0.273,27,0.267,RMSProp,2,0.000696176367713929,run_2018-02-08-135810_,0.013,2,177,0.09675880598775119
24,tanh,29,InceptionV3,180,0.0036005478179101107,0.8532110088325422,0.273,18,0.267,Adam,2,5.826531646014584e-05,run_2018-02-08-141440_,0.013,3,121,0.13729296542761482
24,tanh,30,ResNet50,778,0.000357888533287373,0.875,0.273,59,0.267,Adam,4,0.0003044134208470986,run_2018-02-08-141550_,0.013,3,85,0.1452951978638344
24,tanh,22,InceptionV3,429,0.003828225927472165,0.9090909081233012,0.273,21,0.267,SGD,4,0.00019651011377052978,run_2018-02-08-142004_,0.013,3,84,0.08684175504863828
24,relu,27,Xception,382,0.00019706339231567252,0.84375,0.273,39,0.267,RMSProp,1,3.425787400401275e-05,run_2018-02-08-131508_,0.013,3,335,0.16313183588884675
24,tanh,27,MobileNet,886,0.007950523324340406,0.571428570267442,0.273,22,0.267,SGD,4,0.00027010778969882874,run_2018-02-08-141801_,0.013,2,388,0.04777981862573932
24,relu,27,Xception,382,0.00019706339231567252,0.90625,0.273,39,0.267,RMSProp,2,3.425787400401275e-05,run_2018-02-08-133311_,0.013,3,335,0.16313183588884675
24,relu,23,InceptionV3,393,0.0009522697489374414,0.4862385239076177,0.273,19,0.267,Adam,8,0.0003409059968597692,run_2018-02-08-142746_,0.013,2,330,0.22282762238898463
24,tanh,18,Xception,337,0.00025552720420642577,0.2467532328196934,0.273,25,0.267,RMSProp,32,9.394238019451583e-05,run_2018-02-08-154841_,0.013,2,488,0.1237095677878801
24,relu,16,MobileNet,376,0.003549822023388685,0.90625,0.273,42,0.267,SGD,4,5.089609499393947e-05,run_2018-02-08-143753_,0.013,2,388,0.15618362105538683
24,relu,23,ResNet50,293,0.0008209161473046269,0.890625,0.273,33,0.267,RMSProp,4,7.300822885438446e-05,run_2018-02-08-142150_,0.013,2,84,0.19998499681827744
24,relu,27,InceptionV3,275,0.0006245707686486292,0.8571428566590532,0.273,23,0.267,RMSProp,4,4.56119804456153e-05,run_2018-02-08-134616_,0.013,3,162,0.19131425130324722
24,tanh,26,Xception,102,0.00034250364632725075,0.7792207782531714,0.273,21,0.267,RMSProp,1,0.0006568568909618812,run_2018-02-08-132438_,0.013,2,72,0.10187798747318884
24,relu,24,ResNet50,218,0.00010311005645283783,0.90625,0.273,50,0.267,Adam,2,0.0007490358151603908,run_2018-02-08-133513_,0.013,3,85,0.04640805359218429
24,tanh,19,InceptionV3,859,0.001773626189860167,0.90625,0.273,59,0.267,RMSProp,2,0.00012374211887936152,run_2018-02-08-140838_,0.013,2,437,0.274538304860914
24,relu,23,ResNet50,293,0.0008209161473046269,0.84375,0.273,33,0.267,RMSProp,2,7.300822885438446e-05,run_2018-02-08-141423_,0.013,2,84,0.19998499681827744
24,relu,30,InceptionResNetV2,289,0.00027930706769058807,0.8125,0.273,34,0.267,Adam,1,3.8146762325181635e-05,run_2018-02-08-132709_,0.013,3,335,0.13434691564631
24,tanh,19,ResNet50,138,0.001360628444718282,0.9174311923187807,0.273,19,0.267,Adam,1,0.0004588728185861899,run_2018-02-08-132029_,0.013,3,390,0.009807064250404096
24,relu,20,ResNet50,940,0.0004270940151758905,0.8961038951362882,0.273,20,0.267,SGD,16,7.493497574751008e-05,run_2018-02-08-151029_,0.013,2,358,0.2589256965667774
24,relu,21,Xception,340,0.0023678225740047477,0.8125,0.273,42,0.267,Adam,8,0.00035994493120058784,run_2018-02-08-150846_,0.013,2,55,0.12644562854153454
24,relu,21,MobileNet,152,0.004440858756346598,0.5324675262748422,0.273,24,0.267,Adam,2,1.3197144852527731e-05,run_2018-02-08-132942_,0.013,2,78,0.0038465833794067983
24,tanh,10,InceptionResNetV2,193,0.0009487352712683983,0.71875,0.273,57,0.267,RMSProp,1,0.0001935000181847217,run_2018-02-08-132129_,0.013,3,214,0.1445711830449289
24,tanh,19,ResNet50,430,0.0002159889356170967,0.9090909086071052,0.273,23,0.267,Adam,2,2.9569971655701012e-05,run_2018-02-08-141149_,0.013,3,253,0.29705832775137503
24,relu,27,MobileNet,427,0.0010192003596035026,0.259740247354879,0.273,22,0.267,RMSProp,16,5.93659901713247e-05,run_2018-02-08-145249_,0.013,3,245,0.05015390769595599
24,tanh,20,MobileNet,340,0.00015696215844388002,0.41284403450992124,0.273,17,0.267,RMSProp,8,3.608531416092223e-05,run_2018-02-08-135232_,0.013,3,117,0.023079139071074204
24,relu,26,Xception,166,0.0012023267914356257,0.890625,0.273,35,0.267,RMSProp,2,0.00023557216832869766,run_2018-02-08-140938_,0.013,3,193,0.11139828994742725
24,tanh,10,MobileNet,278,0.009762454574108563,0.875,0.273,51,0.267,RMSProp,1,0.0007606639430595606,run_2018-02-08-132106_,0.013,3,233,0.24068245638600697
24,relu,21,MobileNet,152,0.004440858756346598,0.2727272696309275,0.273,24,0.267,Adam,16,1.3197144852527731e-05,run_2018-02-08-143028_,0.013,2,78,0.0038465833794067983
24,relu,20,MobileNet,845,0.00019916987708711864,0.8807339449541285,0.273,19,0.267,SGD,1,1.1312274602229464e-05,run_2018-02-08-132301_,0.013,3,160,0.0918489514199288
24,tanh,11,InceptionResNetV2,233,0.00023354944563865797,0.625,0.273,39,0.267,RMSProp,4,0.0004317622731304309,run_2018-02-08-141832_,0.013,3,264,0.06200883009933965
24,relu,13,MobileNet,233,0.0009283181352520636,0.8807339449541285,0.273,17,0.267,SGD,1,1.6915398032855986e-05,run_2018-02-08-131536_,0.013,2,451,0.08708627437070077
24,tanh,16,InceptionV3,170,0.0004025741769331608,0.65625,0.273,39,0.267,Adam,16,5.264988714256396e-05,run_2018-02-08-145706_,0.013,3,54,0.1967028679054808
24,tanh,25,Xception,238,0.0018883732300841306,0.625,0.273,31,0.267,RMSProp,8,0.0002448877074276911,run_2018-02-08-135100_,0.013,2,61,0.03631828087169122
24,tanh,20,MobileNet,469,0.0007002512731703047,0.3027522913906553,0.273,16,0.267,SGD,64,0.00034381861413947237,run_2018-02-08-172016_,0.013,3,222,0.262206320971868
24,tanh,15,Xception,296,0.00030912433098717856,0.78125,0.273,41,0.267,Adam,2,0.00029688826057106037,run_2018-02-08-133529_,0.013,2,162,0.10463537736613007
24,tanh,28,InceptionV3,203,0.0004032591292372277,0.41558441093989784,0.273,23,0.267,Adam,32,2.880793251858514e-05,run_2018-02-08-152144_,0.013,2,112,0.2442824728736464
24,relu,22,InceptionResNetV2,516,0.005154958802759252,0.9375,0.273,46,0.267,Adam,4,1.946527864526595e-05,run_2018-02-08-134244_,0.013,3,52,0.26518185033822805
24,relu,29,Xception,112,0.00011866154402909394,0.78125,0.273,40,0.267,Adam,1,4.2269499276638755e-05,run_2018-02-08-132345_,0.013,3,62,0.05879310003952833
24,tanh,29,InceptionResNetV2,623,0.000521720636708256,0.6875,0.273,27,0.267,SGD,32,0.0004423776057438744,run_2018-02-08-160821_,0.013,3,353,0.09807266515169462
24,tanh,27,Xception,193,0.00016129613316653364,0.84375,0.273,54,0.267,RMSProp,2,0.000191781242617201,run_2018-02-08-140957_,0.013,3,65,0.23354000302710443
24,tanh,24,InceptionResNetV2,167,0.004295792573900491,0.8961038961038961,0.273,21,0.267,SGD,1,0.00015143532599576204,run_2018-02-08-131527_,0.013,3,111,0.023699736236639235
24,relu,23,InceptionV3,393,0.0009522697489374414,0.6422018334953064,0.273,19,0.267,Adam,2,0.0003409059968597692,run_2018-02-08-141056_,0.013,2,330,0.22282762238898463
24,relu,23,InceptionV3,393,0.0009522697489374414,0.6880733931283338,0.273,19,0.267,Adam,4,0.0003409059968597692,run_2018-02-08-141940_,0.013,2,330,0.22282762238898463
24,tanh,13,InceptionResNetV2,978,0.00012882947262845318,0.8440366965641669,0.273,18,0.267,RMSProp,1,0.00020753889586138015,run_2018-02-08-132322_,0.013,2,286,0.06508243080896674
24,tanh,20,MobileNet,340,0.00015696215844388002,0.3577981629502882,0.273,17,0.267,RMSProp,16,3.608531416092223e-05,run_2018-02-08-135752_,0.013,3,117,0.023079139071074204
24,tanh,14,MobileNet,100,0.00022663911379993868,0.890625,0.273,33,0.267,SGD,2,5.603198636079612e-05,run_2018-02-08-133908_,0.013,3,166,0.12954286764724737
24,relu,28,MobileNet,556,0.00011201029653871758,0.90625,0.273,28,0.267,SGD,1,0.0006807788800877052,run_2018-02-08-132623_,0.013,3,365,0.1466528370010289
24,relu,12,InceptionV3,183,0.00023766619778607632,0.7339449522145298,0.273,17,0.267,RMSProp,4,0.0001855110920544726,run_2018-02-08-141616_,0.013,2,52,0.14632002756508053
24,tanh,14,InceptionResNetV2,344,0.0064412187884267495,0.84375,0.273,54,0.267,Adam,8,4.783765259215468e-05,run_2018-02-08-150732_,0.013,3,55,0.2056520052558552
24,tanh,25,ResNet50,160,0.00019417179692728372,0.8961038961038961,0.273,22,0.267,Adam,2,0.00013759620360265356,run_2018-02-08-135246_,0.013,3,66,0.17700506012298858
24,relu,25,ResNet50,863,0.0017453515006018141,0.90625,0.273,42,0.267,SGD,1,0.0009828862833248081,run_2018-02-08-132426_,0.013,2,167,0.16597100101240886
24,relu,20,ResNet50,207,0.0005399281817072507,0.9375,0.273,44,0.267,SGD,1,0.0009701707441320407,run_2018-02-08-131741_,0.013,2,98,0.089783713142222
24,relu,19,ResNet50,392,0.00022755931607171002,0.9090909086071052,0.273,20,0.267,Adam,4,0.00045807729047802037,run_2018-02-08-144337_,0.013,3,272,0.23346388013492506
24,relu,22,InceptionResNetV2,516,0.005154958802759252,0.875,0.273,46,0.267,Adam,1,1.946527864526595e-05,run_2018-02-08-132612_,0.013,3,52,0.26518185033822805
24,relu,30,InceptionResNetV2,289,0.00027930706769058807,0.703125,0.273,34,0.267,Adam,2,3.8146762325181635e-05,run_2018-02-08-133110_,0.013,3,335,0.13434691564631
24,relu,26,MobileNet,346,0.000364016336662245,0.5625,0.273,39,0.267,RMSProp,8,5.041181762400048e-05,run_2018-02-08-145153_,0.013,3,276,0.17071923687657745
24,relu,17,MobileNet,128,0.00024242811760568562,0.8571428561752492,0.273,25,0.267,RMSProp,2,0.00019096358806546188,run_2018-02-08-133737_,0.013,3,223,0.1066477912553486
24,tanh,11,Xception,151,0.0007810663342339422,0.28571427410299133,0.273,23,0.267,Adam,32,1.3671518696923568e-05,run_2018-02-08-154554_,0.013,2,222,0.1329855592526113
24,relu,11,ResNet50,129,0.004330265205617455,0.8571428566590532,0.273,20,0.267,RMSProp,2,8.815248874546198e-05,run_2018-02-08-134630_,0.013,2,60,0.15941133930304655
24,tanh,12,MobileNet,237,0.004668810647282406,0.90625,0.273,48,0.267,SGD,1,0.000798695089569573,run_2018-02-08-132252_,0.013,2,51,0.10252888059302052
24,tanh,24,ResNet50,313,0.0022505080736426025,0.890625,0.273,27,0.267,RMSProp,32,1.6223331693445134e-05,run_2018-02-08-163013_,0.013,3,298,0.11772790920544693
24,relu,17,MobileNet,128,0.00024242811760568562,0.8701298674205681,0.273,25,0.267,RMSProp,1,0.00019096358806546188,run_2018-02-08-131950_,0.013,3,223,0.1066477912553486
24,relu,28,Xception,677,0.00043149485748414596,0.90625,0.273,45,0.267,SGD,1,0.00025402590935836607,run_2018-02-08-132750_,0.013,2,252,0.0434977135368298
24,tanh,26,Xception,102,0.00034250364632725075,0.272727260341892,0.273,21,0.267,RMSProp,16,0.0006568568909618812,run_2018-02-08-135407_,0.013,2,72,0.10187798747318884
24,relu,14,InceptionResNetV2,649,0.0003018497801749079,0.765625,0.273,26,0.267,RMSProp,2,0.00012108085836350304,run_2018-02-08-141039_,0.013,2,391,0.14391620082304496
24,tanh,13,InceptionResNetV2,978,0.00012882947262845318,0.4036697220364842,0.273,18,0.267,RMSProp,16,0.00020753889586138015,run_2018-02-08-135657_,0.013,2,286,0.06508243080896674
24,tanh,26,InceptionResNetV2,217,0.009687922303122322,0.875,0.273,47,0.267,SGD,1,1.3453701264303557e-05,run_2018-02-08-132824_,0.013,2,403,0.15514314407219834
24,tanh,15,InceptionV3,117,0.009656515382122097,0.90625,0.273,33,0.267,RMSProp,4,0.0005710492783717696,run_2018-02-08-144254_,0.013,3,57,0.228068411889993
24,relu,11,ResNet50,129,0.004330265205617455,0.8311688284595291,0.273,20,0.267,RMSProp,4,8.815248874546198e-05,run_2018-02-08-142212_,0.013,2,60,0.15941133930304655
24,relu,17,InceptionV3,920,0.0015084547025347405,0.90625,0.273,61,0.267,Adam,2,7.92074007744679e-05,run_2018-02-08-141343_,0.013,2,496,0.25510278594596525
24,tanh,14,Xception,262,0.0007935858280641571,0.90625,0.273,48,0.267,SGD,1,0.00012532765046194264,run_2018-02-08-132649_,0.013,2,60,0.2152674468397088
24,tanh,10,Xception,159,0.0005618056923890776,0.78125,0.273,48,0.267,Adam,4,0.00010299135666647601,run_2018-02-08-134551_,0.013,2,53,0.12378679667693099
24,relu,22,InceptionResNetV2,516,0.005154958802759252,0.75,0.273,46,0.267,Adam,2,1.946527864526595e-05,run_2018-02-08-133345_,0.013,3,52,0.26518185033822805
24,relu,12,InceptionV3,183,0.00023766619778607632,0.6880733925815022,0.273,17,0.267,RMSProp,8,0.0001855110920544726,run_2018-02-08-142311_,0.013,2,52,0.14632002756508053
24,tanh,21,InceptionV3,408,0.00039864630593258076,0.9220779215941182,0.273,21,0.267,SGD,1,2.1890693747098467e-05,run_2018-02-08-131641_,0.013,3,59,0.18672912496037622
24,tanh,14,MobileNet,104,0.001167745954695799,0.8961038951362882,0.273,24,0.267,SGD,1,0.00015916952070955923,run_2018-02-08-132227_,0.013,2,459,0.203775660328654
24,tanh,25,InceptionResNetV2,991,0.001610620067654615,0.8125,0.273,52,0.267,Adam,1,5.197330375717934e-05,run_2018-02-08-132018_,0.013,3,328,0.2614660309066346
24,relu,10,MobileNet,605,0.004643460230695631,0.921875,0.273,32,0.267,SGD,2,7.398686596837017e-05,run_2018-02-08-140253_,0.013,2,51,0.19676559174213176
24,tanh,10,InceptionResNetV2,193,0.0009487352712683983,0.9375,0.273,57,0.267,RMSProp,4,0.0001935000181847217,run_2018-02-08-134313_,0.013,3,214,0.1445711830449289
24,tanh,17,ResNet50,278,0.00026007948221981006,0.90625,0.273,31,0.267,Adam,4,2.83106427466558e-05,run_2018-02-08-144231_,0.013,2,53,0.11562423151499168
24,tanh,16,InceptionV3,170,0.0004025741769331608,0.625,0.273,39,0.267,Adam,8,5.264988714256396e-05,run_2018-02-08-145126_,0.013,3,54,0.1967028679054808
24,tanh,27,MobileNet,886,0.007950523324340406,0.545454539261855,0.273,22,0.267,SGD,8,0.00027010778969882874,run_2018-02-08-142609_,0.013,2,388,0.04777981862573932
24,relu,30,InceptionResNetV2,289,0.00027930706769058807,0.734375,0.273,34,0.267,Adam,4,3.8146762325181635e-05,run_2018-02-08-134055_,0.013,3,335,0.13434691564631
24,tanh,26,Xception,102,0.00034250364632725075,0.6623376604024466,0.273,21,0.267,RMSProp,4,0.0006568568909618812,run_2018-02-08-133934_,0.013,2,72,0.10187798747318884
24,relu,10,Xception,557,0.00935400780029806,0.90625,0.273,43,0.267,Adam,2,1.6804311197793663e-05,run_2018-02-08-133430_,0.013,3,179,0.1936363862374609
24,tanh,16,InceptionV3,170,0.0004025741769331608,0.84375,0.273,39,0.267,Adam,4,5.264988714256396e-05,run_2018-02-08-144316_,0.013,3,54,0.1967028679054808
24,tanh,27,InceptionResNetV2,100,0.000196316894784971,0.5,0.273,38,0.267,RMSProp,32,5.4346436903413856e-05,run_2018-02-08-150226_,0.013,3,161,0.08717978237230432
24,relu,13,Xception,407,0.000868440879631394,0.703125,0.273,26,0.267,RMSProp,8,1.5705998919914355e-05,run_2018-02-08-145753_,0.013,3,119,0.062292327256539444
24,tanh,14,InceptionResNetV2,250,0.0001836090290558961,1.0,0.273,41,0.267,Adam,1,1.0588158240475469e-05,run_2018-02-08-132931_,0.013,3,50,0.090601214632202
24,relu,25,InceptionResNetV2,201,0.0008498560064325884,0.96875,0.273,52,0.267,RMSProp,2,0.00013664718147462967,run_2018-02-08-133215_,0.013,2,69,0.23736502775800886
